StockType,StockName,Date,Close,Holdings,Value
ETF,AACG,2019-04-15,3.25,5.904695330908169,19.190259825451548
ETF,AACG,2019-04-16,2.7200000286102295,5.904695330908169,16.06077146900491
ETF,AACG,2019-04-17,2.7699999809265137,5.904695330908169,16.3560059539925
ETF,AACG,2019-04-18,2.6700000762939453,5.904695330908169,15.765536984017313
ETF,AACG,2019-04-22,2.299999952316284,5.904695330908169,13.580798979530973
ETF,AACG,2019-04-23,2.3499999046325684,5.904695330908169,13.876033464518567
ETF,AACG,2019-04-24,2.3399999141693115,5.904695330908169,13.816986567521049
ETF,AACG,2019-04-25,2.2100000381469727,5.904695330908169,13.049376906553304
ETF,AACG,2019-04-26,2.0399999618530273,5.904695330908169,12.045578249806413
ETF,AACG,2019-04-29,2.0,5.904695330908169,11.809390661816337
ETF,AACG,2019-04-30,1.8799999952316284,5.904695330908169,11.100827193951575
ETF,AACG,2019-05-01,1.7599999904632568,5.904695330908169,10.392263726086814
ETF,AACG,2019-05-02,1.690000057220459,5.904695330908169,9.978935447104183
ETF,AACG,2019-05-03,1.809999942779541,5.904695330908169,10.687498211074407
ETF,AACG,2019-05-06,1.840000033378601,5.904695330908169,10.8646396059615
ETF,AACG,2019-05-07,2.259999990463257,5.904695330908169,13.344611391540898
ETF,AACG,2019-05-08,2.190000057220459,5.904695330908169,12.931283112558267
ETF,AACG,2019-05-09,1.909999966621399,5.904695330908169,11.277967884944132
ETF,AACG,2019-05-10,2.3499999046325684,5.904695330908169,13.876033464518567
ETF,AACG,2019-05-13,2.5799999237060547,5.904695330908169,15.234113503250573
ETF,AACG,2019-05-14,2.25,5.904695330908169,13.28556449454338
ETF,AACG,2019-05-15,2.380000114440918,5.904695330908169,14.053175563300195
ETF,AACG,2019-05-16,2.4000000953674316,5.904695330908169,14.171269357295234
ETF,AACG,2019-05-17,2.380000114440918,5.904695330908169,14.053175563300195
ETF,AACG,2019-05-20,2.140000104904175,5.904695330908169,12.636048627570672
ETF,AACG,2019-05-21,2.2300000190734863,5.904695330908169,13.167470700548343
ETF,AACG,2019-05-22,2.049999952316284,5.904695330908169,12.104625146803931
ETF,AACG,2019-05-23,2.0199999809265137,5.904695330908169,11.927484455811374
ETF,AACG,2019-05-24,2.0,5.904695330908169,11.809390661816337
ETF,AACG,2019-05-28,2.009999990463257,5.904695330908169,11.868437558813856
ETF,AACG,2019-05-29,1.9600000381469727,5.904695330908169,11.573203073826262
ETF,AACG,2019-05-30,1.899999976158142,5.904695330908169,11.218920987946614
ETF,AACG,2019-05-31,1.8300000429153442,5.904695330908169,10.805592708963982
ETF,AACG,2019-06-03,1.7999999523162842,5.904695330908169,10.628451314076889
ETF,AACG,2019-06-04,1.8300000429153442,5.904695330908169,10.805592708963982
ETF,AACG,2019-06-05,1.840000033378601,5.904695330908169,10.8646396059615
ETF,AACG,2019-06-06,1.9900000095367432,5.904695330908169,11.750343764818819
ETF,AACG,2019-06-07,1.9900000095367432,5.904695330908169,11.750343764818819
ETF,AACG,2019-06-10,2.190000057220459,5.904695330908169,12.931283112558267
ETF,AACG,2019-06-11,2.130000114440918,5.904695330908169,12.577001730573153
ETF,AACG,2019-06-12,2.130000114440918,5.904695330908169,12.577001730573153
ETF,AACG,2019-06-13,2.1600000858306885,5.904695330908169,12.75414242156571
ETF,AACG,2019-06-14,2.109999895095825,5.904695330908169,12.458906528789045
ETF,AACG,2019-06-17,2.109999895095825,5.904695330908169,12.458906528789045
ETF,AACG,2019-06-18,2.240000009536743,5.904695330908169,13.226517597545861
ETF,AACG,2019-06-19,2.4800000190734863,5.904695330908169,14.643644533275385
ETF,AACG,2019-06-20,2.6600000858306885,5.904695330908169,15.706490087019795
ETF,AACG,2019-06-21,2.5899999141693115,5.904695330908169,15.293160400248091
ETF,AACG,2019-06-24,2.5299999713897705,5.904695330908169,14.938879018262979
ETF,AACG,2019-06-25,2.640000104904175,5.904695330908169,15.588396293024756
ETF,AACG,2019-06-26,2.75,5.904695330908169,16.237912159997464
ETF,AACG,2019-06-27,2.5999999046325684,5.904695330908169,15.35220729724561
ETF,AACG,2019-06-28,2.700000047683716,5.904695330908169,15.94267767500987
ETF,AACG,2019-07-01,2.640000104904175,5.904695330908169,15.588396293024756
ETF,AACG,2019-07-02,2.509999990463257,5.904695330908169,14.82078522426794
ETF,AACG,2019-07-03,2.450000047683716,5.904695330908169,14.466503842282828
ETF,AACG,2019-07-05,2.5299999713897705,5.904695330908169,14.938879018262979
ETF,AACG,2019-07-08,2.430000066757202,5.904695330908169,14.34841004828779
ETF,AACG,2019-07-09,2.450000047683716,5.904695330908169,14.466503842282828
ETF,AACG,2019-07-10,2.569999933242798,5.904695330908169,15.175066606253054
ETF,AACG,2019-07-11,2.569999933242798,5.904695330908169,15.175066606253054
ETF,AACG,2019-07-12,2.609999895095825,5.904695330908169,15.41125419424313
ETF,AACG,2019-07-15,2.619999885559082,5.904695330908169,15.470301091240648
ETF,AACG,2019-07-16,2.809999942779541,5.904695330908169,16.592193541982578
ETF,AACG,2019-07-17,2.7699999809265137,5.904695330908169,16.3560059539925
ETF,AACG,2019-07-18,2.8499999046325684,5.904695330908169,16.82838112997265
ETF,AACG,2019-07-19,2.630000114440918,5.904695330908169,15.529349396027238
ETF,AACG,2019-07-22,2.619999885559082,5.904695330908169,15.470301091240648
ETF,AACG,2019-07-23,2.640000104904175,5.904695330908169,15.588396293024756
ETF,AACG,2019-07-24,2.619999885559082,5.904695330908169,15.470301091240648
ETF,AACG,2019-07-25,2.619999885559082,5.904695330908169,15.470301091240648
ETF,AACG,2019-07-26,2.5999999046325684,5.904695330908169,15.35220729724561
ETF,AACG,2019-07-29,2.5999999046325684,5.904695330908169,15.35220729724561
ETF,AACG,2019-07-30,2.5999999046325684,5.904695330908169,15.35220729724561
ETF,AACG,2019-07-31,2.630000114440918,5.904695330908169,15.529349396027238
ETF,AACG,2019-08-01,2.609999895095825,5.904695330908169,15.41125419424313
ETF,AACG,2019-08-02,2.5199999809265137,5.904695330908169,14.879832121265459
ETF,AACG,2019-08-05,2.25,5.904695330908169,13.28556449454338
ETF,AACG,2019-08-06,2.3399999141693115,5.904695330908169,13.816986567521049
ETF,AACG,2019-08-07,2.369999885559082,5.904695330908169,13.994127258513606
ETF,AACG,2019-08-08,2.4000000953674316,5.904695330908169,14.171269357295234
ETF,AACG,2019-08-09,2.180000066757202,5.904695330908169,12.872236215560747
ETF,AACG,2019-08-12,2.2300000190734863,5.904695330908169,13.167470700548343
ETF,AACG,2019-08-13,2.109999895095825,5.904695330908169,12.458906528789045
ETF,AACG,2019-08-14,2.240000009536743,5.904695330908169,13.226517597545861
ETF,AACG,2019-08-15,2.140000104904175,5.904695330908169,12.636048627570672
ETF,AACG,2019-08-16,2.0799999237060547,5.904695330908169,12.281765837796488
ETF,AACG,2019-08-19,2.0199999809265137,5.904695330908169,11.927484455811374
ETF,AACG,2019-08-20,1.8300000429153442,5.904695330908169,10.805592708963982
ETF,AACG,2019-08-21,1.8300000429153442,5.904695330908169,10.805592708963982
ETF,AACG,2019-08-22,1.8899999856948853,5.904695330908169,11.159874090949094
ETF,AACG,2019-08-23,1.8799999952316284,5.904695330908169,11.100827193951575
ETF,AACG,2019-08-26,1.8700000047683716,5.904695330908169,11.041780296954057
ETF,AACG,2019-08-27,1.850000023841858,5.904695330908169,10.923686502959018
ETF,AACG,2019-08-28,1.8600000143051147,5.904695330908169,10.982733399956539
ETF,AACG,2019-08-29,1.899999976158142,5.904695330908169,11.218920987946614
ETF,AACG,2019-08-30,1.8600000143051147,5.904695330908169,10.982733399956539
ETF,AACG,2019-09-03,1.8700000047683716,5.904695330908169,11.041780296954057
ETF,AACG,2019-09-04,1.8700000047683716,5.904695330908169,11.041780296954057
ETF,AACG,2019-09-05,1.9299999475479126,5.904695330908169,11.39606167893917
ETF,AACG,2019-09-06,1.8899999856948853,5.904695330908169,11.159874090949094
ETF,AACG,2019-09-09,1.8600000143051147,5.904695330908169,10.982733399956539
ETF,AACG,2019-09-10,1.899999976158142,5.904695330908169,11.218920987946614
ETF,AACG,2019-09-11,1.840000033378601,5.904695330908169,10.8646396059615
ETF,AACG,2019-09-12,1.8600000143051147,5.904695330908169,10.982733399956539
ETF,AACG,2019-09-13,1.850000023841858,5.904695330908169,10.923686502959018
ETF,AACG,2019-09-16,1.809999942779541,5.904695330908169,10.687498211074407
ETF,AACG,2019-09-17,1.809999942779541,5.904695330908169,10.687498211074407
ETF,AACG,2019-09-18,1.7999999523162842,5.904695330908169,10.628451314076889
ETF,AACG,2019-09-19,1.7899999618530273,5.904695330908169,10.56940441707937
ETF,AACG,2019-09-20,1.7999999523162842,5.904695330908169,10.628451314076889
ETF,AACG,2019-09-23,1.8600000143051147,5.904695330908169,10.982733399956539
ETF,AACG,2019-09-24,1.7899999618530273,5.904695330908169,10.56940441707937
ETF,AACG,2019-09-25,1.6799999475479126,5.904695330908169,9.919887846212127
ETF,AACG,2019-09-26,1.7300000190734863,5.904695330908169,10.215123035094258
ETF,AACG,2019-09-27,1.659999966621399,5.904695330908169,9.80179405221709
ETF,AACG,2019-09-30,1.6299999952316284,5.904695330908169,9.624653361224533
ETF,AACG,2019-10-01,1.5099999904632568,5.904695330908169,8.916089893359771
ETF,AACG,2019-10-02,1.600000023841858,5.904695330908169,9.447512670231976
ETF,AACG,2019-10-03,1.6299999952316284,5.904695330908169,9.624653361224533
ETF,AACG,2019-10-04,1.6799999475479126,5.904695330908169,9.919887846212127
ETF,AACG,2019-10-17,1.840000033378601,5.904695330908169,10.8646396059615
ETF,AACG,2019-10-18,1.7699999809265137,5.904695330908169,10.451310623084332
ETF,AACG,2019-10-21,1.8200000524520874,5.904695330908169,10.746545811966463
ETF,AACG,2019-10-22,1.7799999713897705,5.904695330908169,10.510357520081852
ETF,AACG,2019-10-23,1.8300000429153442,5.904695330908169,10.805592708963982
ETF,AACG,2019-10-24,1.8300000429153442,5.904695330908169,10.805592708963982
ETF,AACG,2019-10-25,1.8700000047683716,5.904695330908169,11.041780296954057
ETF,AACG,2019-10-28,1.7899999618530273,5.904695330908169,10.56940441707937
ETF,AACG,2019-10-29,1.75,5.904695330908169,10.333216829089295
ETF,AACG,2019-10-30,1.7899999618530273,5.904695330908169,10.56940441707937
ETF,AACG,2019-10-31,1.7799999713897705,5.904695330908169,10.510357520081852
ETF,AACG,2019-11-01,1.7699999809265137,5.904695330908169,10.451310623084332
ETF,AACG,2019-11-04,1.7400000095367432,5.904695330908169,10.274169932091777
ETF,AACG,2019-11-05,1.7400000095367432,5.904695330908169,10.274169932091777
ETF,AACG,2019-11-06,1.7200000286102295,5.904695330908169,10.156076138096738
ETF,AACG,2019-11-07,1.7200000286102295,5.904695330908169,10.156076138096738
ETF,AACG,2019-11-08,1.7300000190734863,5.904695330908169,10.215123035094258
ETF,AACG,2019-11-11,1.7200000286102295,5.904695330908169,10.156076138096738
ETF,AACG,2019-11-12,1.7000000476837158,5.904695330908169,10.037982344101701
ETF,AACG,2019-11-13,1.7100000381469727,5.904695330908169,10.09702924109922
ETF,AACG,2019-11-14,1.7300000190734863,5.904695330908169,10.215123035094258
ETF,AACG,2019-11-15,1.7000000476837158,5.904695330908169,10.037982344101701
ETF,AACG,2019-11-18,1.6699999570846558,5.904695330908169,9.860840949214609
ETF,AACG,2019-11-19,1.7400000095367432,5.904695330908169,10.274169932091777
ETF,AACG,2019-11-20,1.7699999809265137,5.904695330908169,10.451310623084332
ETF,AACG,2019-11-21,1.850000023841858,5.904695330908169,10.923686502959018
ETF,AACG,2019-11-22,1.8799999952316284,5.904695330908169,11.100827193951575
ETF,AACG,2019-11-25,1.7899999618530273,5.904695330908169,10.56940441707937
ETF,AACG,2019-11-26,1.809999942779541,5.904695330908169,10.687498211074407
ETF,AACG,2019-11-27,1.7999999523162842,5.904695330908169,10.628451314076889
ETF,AACG,2019-11-29,1.7999999523162842,5.904695330908169,10.628451314076889
ETF,AACG,2019-12-02,1.8200000524520874,5.904695330908169,10.746545811966463
ETF,AACG,2019-12-03,1.7400000095367432,5.904695330908169,10.274169932091777
ETF,AACG,2019-12-04,1.7599999904632568,5.904695330908169,10.392263726086814
ETF,AACG,2019-12-05,1.7000000476837158,5.904695330908169,10.037982344101701
ETF,AACG,2019-12-06,1.649999976158142,5.904695330908169,9.742747155219572
ETF,AACG,2019-12-09,1.6200000047683716,5.904695330908169,9.565606464227015
ETF,AACG,2019-12-10,1.5499999523162842,5.904695330908169,9.152277481349847
ETF,AACG,2019-12-11,1.4800000190734863,5.904695330908169,8.738949202367216
ETF,AACG,2019-12-12,1.3600000143051147,5.904695330908169,8.030385734502454
ETF,AACG,2019-12-13,1.4199999570846558,5.904695330908169,8.384667116487567
ETF,AACG,2019-12-16,1.5,5.904695330908169,8.857042996362253
ETF,AACG,2019-12-17,1.4299999475479126,5.904695330908169,8.443714013485085
ETF,AACG,2019-12-18,1.590000033378601,5.904695330908169,9.388465773234458
ETF,AACG,2019-12-19,1.590000033378601,5.904695330908169,9.388465773234458
ETF,AACG,2019-12-20,1.5099999904632568,5.904695330908169,8.916089893359771
ETF,AACG,2019-12-23,1.4900000095367432,5.904695330908169,8.797996099364735
ETF,AACG,2019-12-24,1.4299999475479126,5.904695330908169,8.443714013485085
ETF,AACG,2019-12-26,1.4700000286102295,5.904695330908169,8.679902305369696
ETF,AACG,2019-12-27,1.399999976158142,5.904695330908169,8.26657332249253
ETF,AACG,2019-12-30,1.3799999952316284,5.904695330908169,8.148479528497491
ETF,AACG,2019-12-31,1.3600000143051147,5.904695330908169,8.030385734502454
ETF,AACG,2020-01-02,1.350000023841858,5.904695330908169,7.971338837504935
ETF,AACG,2020-01-03,1.4700000286102295,5.904695330908169,8.679902305369696
ETF,AACG,2020-01-06,1.4299999475479126,5.904695330908169,8.443714013485085
ETF,AACG,2020-01-07,1.4299999475479126,5.904695330908169,8.443714013485085
ETF,AACG,2020-01-08,1.5099999904632568,5.904695330908169,8.916089893359771
ETF,AACG,2020-01-09,1.4500000476837158,5.904695330908169,8.56180851137466
ETF,AACG,2020-01-10,1.4800000190734863,5.904695330908169,8.738949202367216
ETF,AACG,2020-01-13,1.5199999809265137,5.904695330908169,8.97513679035729
ETF,AACG,2020-01-14,1.5499999523162842,5.904695330908169,9.152277481349847
ETF,AACG,2020-01-15,1.6100000143051147,5.904695330908169,9.506559567229496
ETF,AACG,2020-01-16,1.6299999952316284,5.904695330908169,9.624653361224533
ETF,AACG,2020-01-17,1.399999976158142,5.904695330908169,8.26657332249253
ETF,AACG,2020-01-21,1.409999966621399,5.904695330908169,8.325620219490048
ETF,AACG,2020-01-22,1.5299999713897705,5.904695330908169,9.03418368735481
ETF,AACG,2020-01-23,1.440000057220459,5.904695330908169,8.50276161437714
ETF,AACG,2020-01-24,1.3600000143051147,5.904695330908169,8.030385734502454
ETF,AACG,2020-01-27,1.309999942779541,5.904695330908169,7.735150545620324
ETF,AACG,2020-01-28,1.2599999904632568,5.904695330908169,7.439916060632729
ETF,AACG,2020-01-29,1.159999966621399,5.904695330908169,6.849446386763006
ETF,AACG,2020-01-30,1.159999966621399,5.904695330908169,6.849446386763006
ETF,AACG,2020-01-31,1.159999966621399,5.904695330908169,6.849446386763006
ETF,AACG,2020-02-03,1.159999966621399,5.904695330908169,6.849446386763006
ETF,AACG,2020-02-04,1.149999976158142,5.904695330908169,6.790399489765487
ETF,AACG,2020-02-05,1.159999966621399,5.904695330908169,6.849446386763006
ETF,AACG,2020-02-06,1.1399999856948853,5.904695330908169,6.731352592767968
ETF,AACG,2020-02-07,1.0299999713897705,5.904695330908169,6.081836021900725
ETF,AACG,2020-02-10,1.100000023841858,5.904695330908169,6.495165004777893
ETF,AACG,2020-02-11,1.0800000429153442,5.904695330908169,6.377071210782855
ETF,AACG,2020-02-12,1.0499999523162842,5.904695330908169,6.1999298158957625
ETF,AACG,2020-02-13,1.100000023841858,5.904695330908169,6.495165004777893
ETF,AACG,2020-02-14,1.149999976158142,5.904695330908169,6.790399489765487
ETF,AACG,2020-02-18,1.2899999618530273,5.904695330908169,7.617056751625286
ETF,AACG,2020-02-19,1.1699999570846558,5.904695330908169,6.908493283760524
ETF,AACG,2020-02-20,1.2400000095367432,5.904695330908169,7.321822266637692
ETF,AACG,2020-02-21,1.1100000143051147,5.904695330908169,6.554211901775411
ETF,AACG,2020-02-24,1.0499999523162842,5.904695330908169,6.1999298158957625
ETF,AACG,2020-02-25,1.1399999856948853,5.904695330908169,6.731352592767968
ETF,AACG,2020-02-26,1.1299999952316284,5.904695330908169,6.672305695770449
ETF,AACG,2020-02-27,1.059999942779541,5.904695330908169,6.258976712893282
ETF,AACG,2020-02-28,1.0299999713897705,5.904695330908169,6.081836021900725
ETF,AACG,2020-03-02,0.9800000190734863,5.904695330908169,5.786601536913131
ETF,AACG,2020-03-03,0.9800000190734863,5.904695330908169,5.786601536913131
ETF,AACG,2020-03-04,1.0,5.904695330908169,5.904695330908169
ETF,AACG,2020-03-05,0.9599999785423279,5.904695330908169,5.6685073909708255
ETF,AACG,2020-03-06,1.0,5.904695330908169,5.904695330908169
ETF,AACG,2020-03-09,0.9700000286102295,5.904695330908169,5.7275546399156125
ETF,AACG,2020-03-10,0.9800000190734863,5.904695330908169,5.786601536913131
ETF,AACG,2020-03-11,0.9599999785423279,5.904695330908169,5.6685073909708255
ETF,AACG,2020-03-12,0.8999999761581421,5.904695330908169,5.3142256570384445
ETF,AACG,2020-03-13,0.8600000143051147,5.904695330908169,5.078038069048369
ETF,AACG,2020-03-16,0.8500000238418579,5.904695330908169,5.018991172050851
ETF,AACG,2020-03-17,0.9100000262260437,5.904695330908169,5.373272905983232
ETF,AACG,2020-03-18,0.7300000190734863,5.904695330908169,4.310427704186089
ETF,AACG,2020-03-19,0.7400000095367432,5.904695330908169,4.369474601183608
ETF,AACG,2020-03-20,0.8999999761581421,5.904695330908169,5.3142256570384445
ETF,AACG,2020-03-23,0.8399999737739563,5.904695330908169,4.959943923106064
ETF,AACG,2020-03-24,0.8600000143051147,5.904695330908169,5.078038069048369
ETF,AACG,2020-03-25,0.9100000262260437,5.904695330908169,5.373272905983232
ETF,AACG,2020-03-26,1.0,5.904695330908169,5.904695330908169
ETF,AACG,2020-03-27,0.9599999785423279,5.904695330908169,5.6685073909708255
ETF,AACG,2020-03-30,0.949999988079071,5.904695330908169,5.609460493973307
ETF,AACG,2020-03-31,0.949999988079071,5.904695330908169,5.609460493973307
ETF,AACG,2020-04-01,0.949999988079071,5.904695330908169,5.609460493973307
ETF,AADR,2019-03-11,45.0,6.204627294666604,279.2082282599972
ETF,AADR,2019-03-12,45.15999984741211,6.204627294666604,280.20096768039286
ETF,AADR,2019-03-13,45.45000076293945,6.204627294666604,282.0003152763521
ETF,AADR,2019-03-14,45.349998474121094,6.204627294666604,281.3798383456206
ETF,AADR,2019-03-15,45.880001068115234,6.204627294666604,284.66830690656076
ETF,AADR,2019-03-18,46.0,6.204627294666604,285.4128555546638
ETF,AADR,2019-03-19,46.29999923706055,6.204627294666604,287.2742390093088
ETF,AADR,2019-03-20,46.61000061035156,6.204627294666604,289.1976819914144
ETF,AADR,2019-03-21,46.150001525878906,6.204627294666604,286.3435591163737
ETF,AADR,2019-03-22,45.220001220703125,6.204627294666604,280.57325383883176
ETF,AADR,2019-03-25,45.09000015258789,6.204627294666604,279.7666456632682
ETF,AADR,2019-03-26,45.45000076293945,6.204627294666604,282.0003152763521
ETF,AADR,2019-03-27,44.61000061035156,6.204627294666604,276.7884274020812
ETF,AADR,2019-03-28,44.849998474121094,6.204627294666604,278.2775246982873
ETF,AADR,2019-03-29,45.5,6.204627294666604,282.3105419073305
ETF,AADR,2019-04-01,45.83000183105469,6.204627294666604,284.3580802755824
ETF,AADR,2019-04-02,45.91999816894531,6.204627294666604,284.91647401007856
ETF,AADR,2019-04-03,46.08000183105469,6.204627294666604,285.909237099249
ETF,AADR,2019-04-04,45.93000030517578,6.204627294666604,284.97853353753914
ETF,AADR,2019-04-05,46.45000076293945,6.204627294666604,288.2049425710187
ETF,AADR,2019-04-08,46.560001373291016,6.204627294666604,288.88745536043604
ETF,AADR,2019-04-09,46.2400016784668,6.204627294666604,286.9019765196447
ETF,AADR,2019-04-10,46.439998626708984,6.204627294666604,288.1428830435582
ETF,AADR,2019-04-11,45.95000076293945,6.204627294666604,285.1026289236854
ETF,AADR,2019-04-12,45.900001525878906,6.204627294666604,284.79240229270704
ETF,AADR,2019-04-15,45.77000045776367,6.204627294666604,283.9857941171434
ETF,AADR,2019-04-16,45.4900016784668,6.204627294666604,282.24850604864474
ETF,AADR,2019-04-17,45.40999984741211,6.204627294666604,281.7521245040595
ETF,AADR,2019-04-18,45.4900016784668,6.204627294666604,282.24850604864474
ETF,AADR,2019-04-22,45.34000015258789,6.204627294666604,281.31780248693485
ETF,AADR,2019-04-23,45.779998779296875,6.204627294666604,284.04782997582925
ETF,AADR,2019-04-24,45.31999969482422,6.204627294666604,281.1937071007885
ETF,AADR,2019-04-25,45.650001525878906,6.204627294666604,283.2412454690404
ETF,AADR,2019-04-26,45.97999954223633,6.204627294666604,285.2887601685175
ETF,AADR,2019-04-29,46.16999816894531,6.204627294666604,286.4676308337452
ETF,AADR,2019-04-30,46.13999938964844,6.204627294666604,286.28149958891316
ETF,AADR,2019-05-01,45.619998931884766,6.204627294666604,283.05509055543354
ETF,AADR,2019-05-02,45.4900016784668,6.204627294666604,282.24850604864474
ETF,AADR,2019-05-03,46.439998626708984,6.204627294666604,288.1428830435582
ETF,AADR,2019-05-06,45.95000076293945,6.204627294666604,285.1026289236854
ETF,AADR,2019-05-07,45.34000015258789,6.204627294666604,281.31780248693485
ETF,AADR,2019-05-08,45.470001220703125,6.204627294666604,282.1244106624984
ETF,AADR,2019-05-09,45.5099983215332,6.204627294666604,282.37257776601626
ETF,AADR,2019-05-10,45.470001220703125,6.204627294666604,282.1244106624984
ETF,AADR,2019-05-13,44.459999084472656,6.204627294666604,275.8577238403713
ETF,AADR,2019-05-14,45.06999969482422,6.204627294666604,279.64255027712187
ETF,AADR,2019-05-15,45.380001068115234,6.204627294666604,281.56599325922747
ETF,AADR,2019-05-16,45.720001220703125,6.204627294666604,283.67556748616505
ETF,AADR,2019-05-17,45.04999923706055,6.204627294666604,279.5184548909756
ETF,AADR,2019-05-20,44.880001068115234,6.204627294666604,278.4636796118941
ETF,AADR,2019-05-21,45.540000915527344,6.204627294666604,282.5587326796231
ETF,AADR,2019-05-22,45.66999816894531,6.204627294666604,283.3653171864119
ETF,AADR,2019-05-23,45.36000061035156,6.204627294666604,281.44189787308113
ETF,AADR,2019-05-24,45.810001373291016,6.204627294666604,284.23398488943604
ETF,AADR,2019-05-28,45.79999923706055,6.204627294666604,284.1719253619755
ETF,AADR,2019-05-29,45.56999969482422,6.204627294666604,282.74486392445516
ETF,AADR,2019-05-30,46.0,6.204627294666604,285.4128555546638
ETF,AADR,2019-05-31,46.060001373291016,6.204627294666604,285.7851417131027
ETF,AADR,2019-06-03,46.52000045776367,6.204627294666604,288.6392645881434
ETF,AADR,2019-06-04,47.08000183105469,6.204627294666604,292.1138643939156
ETF,AADR,2019-06-05,47.029998779296875,6.204627294666604,291.80361409416247
ETF,AADR,2019-06-06,47.150001525878906,6.204627294666604,292.5481864110403
ETF,AADR,2019-06-07,47.959999084472656,6.204627294666604,297.5739193717044
ETF,AADR,2019-06-10,47.939998626708984,6.204627294666604,297.4498239855581
ETF,AADR,2019-06-11,48.2400016784668,6.204627294666604,299.3112311089779
ETF,AADR,2019-06-12,48.34000015258789,6.204627294666604,299.93168437093465
ETF,AADR,2019-06-13,48.41999816894531,6.204627294666604,300.42804224674506
ETF,AADR,2019-06-14,48.09000015258789,6.204627294666604,298.380527547268
ETF,AADR,2019-06-17,48.04999923706055,6.204627294666604,298.1323367749754
ETF,AADR,2019-06-18,48.72999954223633,6.204627294666604,302.35148522885066
ETF,AADR,2019-06-19,49.040000915527344,6.204627294666604,304.2749282109562
ETF,AADR,2019-06-20,49.790000915527344,6.204627294666604,308.9283986819562
ETF,AADR,2019-06-21,49.4900016784668,6.204627294666604,307.0670152273112
ETF,AADR,2019-06-24,49.650001525878906,6.204627294666604,308.0597546477068
ETF,AADR,2019-06-25,48.939998626708984,6.204627294666604,303.6544512802247
ETF,AADR,2019-06-26,48.900001525878906,6.204627294666604,303.4062841767069
ETF,AADR,2019-06-27,49.2599983215332,6.204627294666604,305.63993012101605
ETF,AADR,2019-06-28,49.75,6.204627294666604,308.6802079096636
ETF,AADR,2019-07-01,49.880001068115234,6.204627294666604,309.4868160852272
ETF,AADR,2019-07-02,49.91999816894531,6.204627294666604,309.734983188745
ETF,AADR,2019-07-03,50.33000183105469,6.204627294666604,312.2789031015821
ETF,AADR,2019-07-05,50.290000915527344,6.204627294666604,312.0307123292895
ETF,AADR,2019-07-08,50.33000183105469,6.204627294666604,312.2789031015821
ETF,AADR,2019-07-09,50.380001068115234,6.204627294666604,312.5891297325605
ETF,AADR,2019-07-10,50.630001068115234,6.204627294666604,314.1402865562271
ETF,AADR,2019-07-11,50.61000061035156,6.204627294666604,314.0161911700808
ETF,AADR,2019-07-12,50.66999816894531,6.204627294666604,314.3884536597449
ETF,AADR,2019-07-15,51.349998474121094,6.204627294666604,318.6076021136202
ETF,AADR,2019-07-16,51.16999816894531,6.204627294666604,317.4907673070783
ETF,AADR,2019-07-17,51.22999954223633,6.204627294666604,317.86305346551717
ETF,AADR,2019-07-18,52.0,6.204627294666604,322.64061932266344
ETF,AADR,2019-07-19,51.5099983215332,6.204627294666604,319.6003415340159
ETF,AADR,2019-07-22,51.86000061035156,6.204627294666604,321.77197528841407
ETF,AADR,2019-07-23,51.619998931884766,6.204627294666604,320.2828543234332
ETF,AADR,2019-07-24,51.65999984741211,6.204627294666604,320.5310450957258
